
###################################################################
###################################################################
###################################################################

Current time: 2023-11-01 04:19:10.818597

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'batch_start_idx': 5, 'batch_end_idx': 21, 'dropout': 0.5, 'previous_steps': 5}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: RNN


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220201 to 20221231.

The number of parameter in model : 50952

Epoch [1/2000], Trn Loss: 391.9179, Val Loss: 328.0161 [(kW/hour)^2], MinVal : 328.0160827636719
Epoch [2/2000], Trn Loss: 377.8961, Val Loss: 314.0611 [(kW/hour)^2], MinVal : 314.06109619140625
Epoch [3/2000], Trn Loss: 361.9744, Val Loss: 296.9362 [(kW/hour)^2], MinVal : 296.9361877441406
Epoch [4/2000], Trn Loss: 342.2551, Val Loss: 276.6916 [(kW/hour)^2], MinVal : 276.69158935546875
Epoch [5/2000], Trn Loss: 318.5704, Val Loss: 255.8426 [(kW/hour)^2], MinVal : 255.84263610839844
Epoch [6/2000], Trn Loss: 293.5498, Val Loss: 237.7692 [(kW/hour)^2], MinVal : 237.7691650390625
Epoch [7/2000], Trn Loss: 271.0235, Val Loss: 224.4627 [(kW/hour)^2], MinVal : 224.46270751953125
Epoch [8/2000], Trn Loss: 253.4989, Val Loss: 215.7300 [(kW/hour)^2], MinVal : 215.73001098632812
Epoch [9/2000], Trn Loss: 241.1870, Val Loss: 210.0825 [(kW/hour)^2], MinVal : 210.08253479003906
Epoch [10/2000], Trn Loss: 232.6947, Val Loss: 206.4217 [(kW/hour)^2], MinVal : 206.42173767089844
Epoch [11/2000], Trn Loss: 226.8283, Val Loss: 204.0321 [(kW/hour)^2], MinVal : 204.03207397460938
