
###################################################################
###################################################################
###################################################################

Current time: 2023-11-19 13:25:16.057984

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'batch_start_idx': 5, 'batch_end_idx': 21, 'dropout': 0.5, 'previous_steps': 5}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: RNN


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220201 to 20221231.

The number of parameter in model : 50952

Epoch [1/2000], Trn Loss: 398.1927, Val Loss: 336.1837 [(kW/hour)^2], MinVal : 336.1836853027344
Epoch [2/2000], Trn Loss: 387.3240, Val Loss: 326.8786 [(kW/hour)^2], MinVal : 326.8786315917969
Epoch [3/2000], Trn Loss: 376.7272, Val Loss: 316.2946 [(kW/hour)^2], MinVal : 316.2945556640625
Epoch [4/2000], Trn Loss: 364.6236, Val Loss: 302.9756 [(kW/hour)^2], MinVal : 302.97564697265625
Epoch [5/2000], Trn Loss: 349.3111, Val Loss: 285.7975 [(kW/hour)^2], MinVal : 285.79754638671875
Epoch [6/2000], Trn Loss: 329.3810, Val Loss: 265.0989 [(kW/hour)^2], MinVal : 265.098876953125
Epoch [7/2000], Trn Loss: 304.9568, Val Loss: 244.0697 [(kW/hour)^2], MinVal : 244.06973266601562
Epoch [8/2000], Trn Loss: 279.3952, Val Loss: 227.1606 [(kW/hour)^2], MinVal : 227.1605682373047
Epoch [9/2000], Trn Loss: 257.7957, Val Loss: 216.3304 [(kW/hour)^2], MinVal : 216.33042907714844
Epoch [10/2000], Trn Loss: 242.8572, Val Loss: 210.1537 [(kW/hour)^2], MinVal : 210.1536865234375
Epoch [11/2000], Trn Loss: 233.5255, Val Loss: 206.4555 [(kW/hour)^2], MinVal : 206.45547485351562
