date,DC_V,DC_A,DC_W,AC_V_RS,AC_V_ST,AC_V_TR,AC_A_R,AC_A_S,AC_A_T,AC_W,AC_TOT,AC_FREQ,SOL_RAD_SLOPE,SOL_RAD_LEVEL,TMP_MODU,TMP_CLI
2022-06-07 05:05:00,298.5,2.2,0.67,387.67,388.84,388.15,1.8,8.7,8.3,4.21,86837.91,60.0,9.84,0.0,12.5,12.8
2022-06-07 05:10:00,349.0,2.1,0.79,387.98,389.18,388.77,1.7,8.7,8.3,4.2,86837.91,60.0,9.84,0.0,12.59999847,12.8
2022-06-07 05:20:00,212.5,2.3,0.51,387.58,388.76,388.08,1.7,8.8,8.3,4.21,86837.91,60.0,10.24,0.0,12.59999847,12.8
2022-06-07 05:25:00,502.5,3.0,1.52,384.11,385.46,384.96,1.5,8.8,8.4,4.16,86837.91,60.0,17.33,15.36,12.70000076,12.8
2022-06-07 05:30:00,576.5,3.3,1.97,383.86,384.82,384.72,1.5,8.8,8.5,4.17,86837.91,59.9,21.26,19.69,12.79999924,12.9
2022-06-07 05:35:00,544.5,2.3,1.31,386.22,387.42,386.82,1.9,8.7,8.3,4.22,86837.91,59.9,12.6,10.63,12.90000153,12.9
2022-06-07 05:40:00,395.0,2.4,1.0,385.08,386.18,385.88,2.0,8.7,8.3,4.23,86837.91,60.0,11.81,10.24,12.90000153,12.9
2022-06-07 05:45:00,560.5,3.5,1.97,383.92,385.32,384.72,1.4,8.9,8.6,4.2,86837.91,59.9,22.44,20.48,12.90000153,13.0
2022-06-07 05:50:00,588.5,4.4,2.6,385.28,386.32,385.68,1.2,9.3,9.1,4.37,86837.91,59.9,31.89,29.14,13.09999847,13.1
2022-06-07 05:55:00,597.0,5.0,2.99,384.98,386.58,385.88,1.4,9.6,9.4,4.55,86837.91,59.9,37.41,34.65,13.40000153,13.1
2022-06-07 06:00:00,607.5,5.4,3.38,385.35,386.72,386.18,1.3,9.9,9.8,4.68,86837.91,60.0,43.31,40.56,13.59999847,13.2
2022-06-07 06:05:00,600.0,6.0,3.58,384.76,385.89,385.44,1.0,10.2,10.1,4.74,86838.32,60.0,46.86,43.71,13.90000153,13.3
2022-06-07 06:10:00,589.0,5.2,3.16,385.08,386.22,385.68,1.1,9.7,9.7,4.57,86838.91,59.9,39.77,36.62,14.0,13.4
2022-06-07 06:15:00,599.0,5.4,3.33,385.57,386.58,386.22,1.2,10.0,9.9,4.71,86839.0,60.0,41.34,38.59,13.90000153,13.4
2022-06-07 06:20:00,601.0,6.8,4.15,385.82,386.98,386.25,0.9,11.0,11.1,5.13,86839.41,59.9,54.34,51.19,14.0,13.3
