date,DC_V,DC_A,DC_W,AC_V_RS,AC_V_ST,AC_V_TR,AC_A_R,AC_A_S,AC_A_T,AC_W,AC_TOT,AC_FREQ,SOL_RAD_SLOPE,SOL_RAD_LEVEL,TMP_MODU,TMP_CLI
2022-06-15 05:00:00,406.0,2.2,0.95,386.62,387.68,386.92,1.6,8.8,8.3,4.18,88575.91,60.0,9.06,0.0,13.0,13.5
2022-06-15 05:15:00,281.5,2.5,0.72,386.34,387.54,386.94,1.7,8.7,8.2,4.16,88575.91,59.9,11.02,9.84,13.09999847,13.6
2022-06-15 05:25:00,446.0,2.5,1.16,386.82,387.68,386.98,1.8,8.7,8.3,4.2,88575.91,60.0,11.81,10.63,13.20000076,13.6
2022-06-15 05:30:00,407.0,2.6,1.08,386.82,388.02,387.12,1.7,8.7,8.3,4.18,88575.91,60.0,12.21,10.63,13.20000076,13.6
2022-06-15 05:35:00,546.0,2.6,1.5,386.34,387.52,386.73,1.6,8.8,8.4,4.2,88575.91,60.0,14.57,12.99,13.29999924,13.6
2022-06-15 05:40:00,568.5,2.7,1.59,385.98,387.28,386.42,1.6,8.8,8.4,4.2,88575.91,60.0,13.78,13.39,13.29999924,13.6
2022-06-15 05:45:00,580.0,2.4,1.43,386.38,387.38,386.68,1.7,8.7,8.4,4.2,88575.91,59.9,12.99,11.42,13.40000153,13.6
2022-06-15 05:50:00,567.5,2.7,1.54,385.98,387.14,386.28,1.6,8.8,8.4,4.2,88575.91,60.0,13.78,12.6,13.40000153,13.6
2022-06-15 05:55:00,565.5,2.5,1.48,386.33,387.23,386.34,1.7,8.7,8.4,4.2,88575.91,59.9,13.78,12.21,13.40000153,13.6
2022-06-15 06:00:00,584.5,2.8,1.73,385.95,387.38,386.36,1.5,8.8,8.4,4.18,88575.91,59.9,17.72,15.75,13.40000153,13.6
2022-06-15 06:05:00,581.5,3.7,2.21,386.28,387.12,386.05,1.2,9.0,8.8,4.24,88575.91,60.0,26.38,24.02,13.5,13.7
2022-06-15 06:10:00,601.5,4.6,2.74,385.94,386.92,386.06,1.2,9.3,9.1,4.37,88576.11000000002,60.0,32.68,30.71,13.70000076,13.7
2022-06-15 06:15:00,596.5,5.2,3.12,385.48,386.58,386.08,0.8,9.7,9.7,4.5,88576.91,60.0,40.95,37.8,13.90000153,13.8
2022-06-15 06:20:00,598.5,5.4,3.28,385.68,386.97,386.38,1.2,9.8,9.8,4.64,88576.91,60.0,42.92,39.38,14.0,13.9
2022-06-15 06:25:00,622.0,9.0,5.7,386.18,387.52,386.98,0.8,13.7,13.9,6.35,88577.41,60.0,83.87,76.78,14.29999924,13.9
2022-06-15 06:30:00,618.5,8.0,5.04,384.51,385.88,385.54,0.7,12.4,12.6,5.72,88577.91,60.0,71.27,64.97,14.70000076,14.0
