date,DC_V,DC_A,DC_W,AC_V_RS,AC_V_ST,AC_V_TR,AC_A_R,AC_A_S,AC_A_T,AC_W,AC_TOT,AC_FREQ,SOL_RAD_SLOPE,SOL_RAD_LEVEL,TMP_MODU,TMP_CLI
2022-05-09 05:10:00,442.5,2.2,1.04,383.55,385.46,383.93,1.6,8.7,8.3,4.13,78891.91,60.0,0.0,0.0,11.79999924,12.7
2022-05-09 05:25:00,530.5,2.7,1.47,387.22,388.92,387.78,1.4,8.7,8.4,4.15,78891.91,60.0,9.06,12.21,11.39999962,12.5
2022-05-09 05:30:00,570.0,3.1,1.78,386.99,388.89,387.89,1.5,8.7,8.4,4.17,78891.91,59.9,12.99,16.54,11.39999962,12.5
2022-05-09 05:35:00,597.5,3.9,2.38,387.12,389.02,387.88,1.3,8.9,8.8,4.26,78891.91,60.0,23.63,26.77,11.29999924,12.5
2022-05-09 05:40:00,615.0,4.6,2.88,386.88,388.98,387.78,1.2,9.3,9.2,4.42,78891.91,60.0,33.08,35.44,11.39999962,12.5
2022-05-09 05:45:00,621.0,6.0,3.72,387.33,389.63,388.42,0.8,10.3,10.3,4.8,78892.11000000002,60.0,48.04,50.01,11.70000076,12.5
2022-05-09 05:50:00,617.0,7.2,4.5,386.76,389.35,387.86,1.2,11.2,11.3,5.31,78892.91,59.9,60.24,61.82,12.0,12.6
2022-05-09 05:55:00,626.0,8.8,5.58,386.78,389.42,388.32,1.4,13.3,13.4,6.31,78893.11000000002,59.9,78.75,79.93,12.70000076,12.8
2022-05-09 06:00:00,627.5,10.7,6.72,386.56,389.57,388.34,1.1,15.4,15.7,7.23,78893.91,60.0,95.68,96.07,13.29999924,13.0
2022-05-09 06:05:00,635.5,13.1,8.39,386.32,389.34,387.48,2.1,18.7,19.2,8.97,78894.32,59.9,122.85,122.46,14.09999847,13.1
2022-05-09 06:10:00,635.5,14.5,9.29,386.27,389.57,388.07,2.6,20.6,21.1,9.94,78894.91,59.9,134.66,134.66,14.59999847,13.2
2022-05-09 06:15:00,632.5,15.5,9.85,386.52,389.28,387.72,2.8,21.9,22.4,10.56,78896.0,59.9,141.75,141.75,15.40000153,13.4
2022-05-09 06:20:00,629.5,15.4,9.73,386.47,389.28,387.72,3.0,21.6,22.2,10.49,78896.91,59.9,137.81,138.21,15.79999924,13.4
2022-05-09 06:25:00,629.0,16.9,10.7,387.46,390.52,388.86,4.0,23.6,24.5,11.71,78897.91,60.0,152.38,151.99,16.0,13.6
2022-05-09 06:30:00,626.0,17.8,11.2,387.03,390.43,388.63,3.4,25.0,25.5,12.12,78898.91,60.0,159.07,159.07,16.20000076,13.8
2022-05-09 06:35:00,630.0,19.0,12.1,387.08,390.78,389.18,4.9,26.7,27.6,13.32,78899.91,59.9,171.68,171.68,17.09999847,14.1
2022-05-09 06:40:00,630.5,20.2,12.82,387.08,390.52,389.08,5.3,28.4,29.4,14.19,78900.91,59.9,183.49,183.49,17.59999847,14.1
2022-05-09 06:45:00,625.0,22.4,14.0,387.58,390.88,389.48,6.1,30.8,32.0,15.51,78902.32,59.9,199.63,199.24,17.90000153,14.1
2022-05-09 06:50:00,622.0,23.6,14.74,388.3,391.8,390.1,6.7,32.6,33.7,16.47,78903.32,59.9,210.66,210.66,18.40000153,14.3
2022-05-09 07:00:00,617.5,27.2,16.75,388.13,392.12,390.53,8.3,37.0,38.3,18.87,78906.32,59.9,240.19,240.19,19.59999847,14.4
2022-05-09 07:05:00,621.0,28.6,17.9,388.41,392.01,390.27,9.9,38.9,40.6,20.17,78908.20999999999,59.9,257.91,257.51,20.5,14.6
2022-05-09 07:10:00,612.5,30.3,18.59,388.22,392.22,390.57,9.4,41.3,42.9,21.13,78909.61000000002,60.0,269.33,270.11,20.90000153,14.8
2022-05-09 07:15:00,604.0,32.4,19.64,387.86,391.97,390.55,7.4,45.0,46.1,22.23,78911.91,59.9,286.26,286.65,22.29999924,15.2
2022-05-09 07:20:00,602.0,33.6,20.34,388.38,392.48,390.98,10.7,45.4,47.3,23.36,78913.32,59.9,298.07,298.46,22.70000076,15.2
