
###################################################################
###################################################################
###################################################################

Current time: 2023-11-02 11:34:58.043445

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'batch_start_idx': 5, 'batch_end_idx': 21, 'dropout': 0.8, 'previous_steps': 5}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: correction_LSTMs


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220201 to 20221231.

The number of parameter in first model : 203016

The number of parameter in second model : 201480

Epoch [1/2000], First Loss: 393.7074, Second Loss: -77777.0000, Val Loss: 339.7920 [(kW/hour)^2], MinVal : 339.7919616699219
Epoch [384/2000], First Loss: 37.7091, Second Loss: -77777.0000, Val Loss: 71.2436 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [385/2000], First Loss: 37.6276, Second Loss: -77777.0000, Val Loss: 68.8240 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [386/2000], First Loss: 38.0711, Second Loss: -77777.0000, Val Loss: 71.5960 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [387/2000], First Loss: 37.5398, Second Loss: -77777.0000, Val Loss: 68.4506 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [388/2000], First Loss: 37.8414, Second Loss: -77777.0000, Val Loss: 71.7159 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [389/2000], First Loss: 36.9282, Second Loss: -77777.0000, Val Loss: 69.0492 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [390/2000], First Loss: 36.6229, Second Loss: -77777.0000, Val Loss: 68.9143 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [391/2000], First Loss: 36.7491, Second Loss: -77777.0000, Val Loss: 69.6005 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [392/2000], First Loss: 36.3880, Second Loss: -77777.0000, Val Loss: 68.8288 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [393/2000], First Loss: 36.4551, Second Loss: -77777.0000, Val Loss: 69.8671 [(kW/hour)^2], MinVal : 67.9239273071289
Epoch [394/2000], First Loss: 36.2642, Second Loss: -77777.0000, Val Loss: 67.2081 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [395/2000], First Loss: 36.4894, Second Loss: -77777.0000, Val Loss: 76.1735 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [396/2000], First Loss: 39.9327, Second Loss: -77777.0000, Val Loss: 72.1563 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [397/2000], First Loss: 58.6251, Second Loss: -77777.0000, Val Loss: 128.1434 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [398/2000], First Loss: 95.0884, Second Loss: -77777.0000, Val Loss: 82.8127 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [399/2000], First Loss: 52.0989, Second Loss: -77777.0000, Val Loss: 79.7258 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [400/2000], First Loss: 59.3173, Second Loss: -77777.0000, Val Loss: 84.5702 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [401/2000], First Loss: 68.9634, Second Loss: -77777.0000, Val Loss: 78.3288 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [402/2000], First Loss: 57.8084, Second Loss: -77777.0000, Val Loss: 78.5173 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [403/2000], First Loss: 51.5307, Second Loss: -77777.0000, Val Loss: 86.6288 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [404/2000], First Loss: 56.9424, Second Loss: -77777.0000, Val Loss: 81.5392 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [405/2000], First Loss: 53.8220, Second Loss: -77777.0000, Val Loss: 76.0689 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [406/2000], First Loss: 52.0137, Second Loss: -77777.0000, Val Loss: 76.0500 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [407/2000], First Loss: 54.4771, Second Loss: -77777.0000, Val Loss: 76.2170 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [408/2000], First Loss: 52.7474, Second Loss: -77777.0000, Val Loss: 77.6585 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [409/2000], First Loss: 50.7035, Second Loss: -77777.0000, Val Loss: 78.1539 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [410/2000], First Loss: 50.6998, Second Loss: -77777.0000, Val Loss: 76.0959 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [411/2000], First Loss: 47.1463, Second Loss: -77777.0000, Val Loss: 76.8883 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [412/2000], First Loss: 47.8827, Second Loss: -77777.0000, Val Loss: 71.1523 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [413/2000], First Loss: 49.6005, Second Loss: -77777.0000, Val Loss: 72.3792 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [414/2000], First Loss: 47.5114, Second Loss: -77777.0000, Val Loss: 76.9264 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [415/2000], First Loss: 46.7480, Second Loss: -77777.0000, Val Loss: 72.9172 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [416/2000], First Loss: 45.1659, Second Loss: -77777.0000, Val Loss: 73.2040 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [417/2000], First Loss: 44.9194, Second Loss: -77777.0000, Val Loss: 76.5802 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [418/2000], First Loss: 44.6957, Second Loss: -77777.0000, Val Loss: 74.1836 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [419/2000], First Loss: 44.1485, Second Loss: -77777.0000, Val Loss: 73.1201 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [420/2000], First Loss: 44.2224, Second Loss: -77777.0000, Val Loss: 73.9514 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [421/2000], First Loss: 42.9994, Second Loss: -77777.0000, Val Loss: 73.9870 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [422/2000], First Loss: 42.0951, Second Loss: -77777.0000, Val Loss: 71.6922 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [423/2000], First Loss: 41.7499, Second Loss: -77777.0000, Val Loss: 70.1175 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [424/2000], First Loss: 41.9006, Second Loss: -77777.0000, Val Loss: 71.2326 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [425/2000], First Loss: 40.9691, Second Loss: -77777.0000, Val Loss: 73.1850 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [426/2000], First Loss: 40.8818, Second Loss: -77777.0000, Val Loss: 70.8591 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [427/2000], First Loss: 41.1671, Second Loss: -77777.0000, Val Loss: 75.9742 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [428/2000], First Loss: 42.1848, Second Loss: -77777.0000, Val Loss: 69.6451 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [429/2000], First Loss: 46.0636, Second Loss: -77777.0000, Val Loss: 69.0882 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [430/2000], First Loss: 42.5961, Second Loss: -77777.0000, Val Loss: 75.4375 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [431/2000], First Loss: 42.8011, Second Loss: -77777.0000, Val Loss: 75.0505 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [432/2000], First Loss: 43.0616, Second Loss: -77777.0000, Val Loss: 70.2337 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [433/2000], First Loss: 41.9402, Second Loss: -77777.0000, Val Loss: 69.1814 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [434/2000], First Loss: 42.0992, Second Loss: -77777.0000, Val Loss: 71.1398 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [435/2000], First Loss: 42.0772, Second Loss: -77777.0000, Val Loss: 72.5603 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [436/2000], First Loss: 41.4093, Second Loss: -77777.0000, Val Loss: 69.8002 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [437/2000], First Loss: 40.9696, Second Loss: -77777.0000, Val Loss: 71.8528 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [438/2000], First Loss: 40.9290, Second Loss: -77777.0000, Val Loss: 73.3046 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [439/2000], First Loss: 40.2336, Second Loss: -77777.0000, Val Loss: 71.6017 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [440/2000], First Loss: 39.5358, Second Loss: -77777.0000, Val Loss: 69.4309 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [441/2000], First Loss: 39.7477, Second Loss: -77777.0000, Val Loss: 70.4101 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [442/2000], First Loss: 39.3467, Second Loss: -77777.0000, Val Loss: 72.3791 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [443/2000], First Loss: 39.8449, Second Loss: -77777.0000, Val Loss: 69.0806 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [444/2000], First Loss: 40.6030, Second Loss: -77777.0000, Val Loss: 68.9256 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [445/2000], First Loss: 39.2660, Second Loss: -77777.0000, Val Loss: 73.3204 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [446/2000], First Loss: 39.5511, Second Loss: -77777.0000, Val Loss: 71.7210 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [447/2000], First Loss: 38.3731, Second Loss: -77777.0000, Val Loss: 68.2886 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [448/2000], First Loss: 37.8431, Second Loss: -77777.0000, Val Loss: 68.5211 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [449/2000], First Loss: 37.9735, Second Loss: -77777.0000, Val Loss: 71.1267 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [450/2000], First Loss: 37.8634, Second Loss: -77777.0000, Val Loss: 71.2807 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [451/2000], First Loss: 37.4333, Second Loss: -77777.0000, Val Loss: 69.1439 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [452/2000], First Loss: 37.3171, Second Loss: -77777.0000, Val Loss: 69.4721 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [453/2000], First Loss: 37.5334, Second Loss: -77777.0000, Val Loss: 70.1499 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [454/2000], First Loss: 36.8776, Second Loss: -77777.0000, Val Loss: 70.7177 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [455/2000], First Loss: 36.9082, Second Loss: -77777.0000, Val Loss: 69.0875 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [456/2000], First Loss: 36.5029, Second Loss: -77777.0000, Val Loss: 68.1613 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [457/2000], First Loss: 36.4965, Second Loss: -77777.0000, Val Loss: 69.2247 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [458/2000], First Loss: 36.2879, Second Loss: -77777.0000, Val Loss: 69.6338 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [459/2000], First Loss: 36.0629, Second Loss: -77777.0000, Val Loss: 69.0527 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [460/2000], First Loss: 35.9084, Second Loss: -77777.0000, Val Loss: 69.7012 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [461/2000], First Loss: 35.7128, Second Loss: -77777.0000, Val Loss: 69.7834 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [462/2000], First Loss: 35.6065, Second Loss: -77777.0000, Val Loss: 69.1126 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [463/2000], First Loss: 35.5266, Second Loss: -77777.0000, Val Loss: 69.4095 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [464/2000], First Loss: 35.3284, Second Loss: -77777.0000, Val Loss: 69.7420 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [465/2000], First Loss: 35.1953, Second Loss: -77777.0000, Val Loss: 68.3310 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [466/2000], First Loss: 35.0276, Second Loss: -77777.0000, Val Loss: 68.2216 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [467/2000], First Loss: 34.8954, Second Loss: -77777.0000, Val Loss: 68.6862 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [468/2000], First Loss: 34.7250, Second Loss: -77777.0000, Val Loss: 68.3941 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [469/2000], First Loss: 34.6662, Second Loss: -77777.0000, Val Loss: 68.3719 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [470/2000], First Loss: 34.5369, Second Loss: -77777.0000, Val Loss: 68.6496 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [471/2000], First Loss: 34.4143, Second Loss: -77777.0000, Val Loss: 67.9986 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [472/2000], First Loss: 34.2611, Second Loss: -77777.0000, Val Loss: 68.3167 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [473/2000], First Loss: 34.1745, Second Loss: -77777.0000, Val Loss: 68.8075 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [474/2000], First Loss: 34.0897, Second Loss: -77777.0000, Val Loss: 67.9214 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [475/2000], First Loss: 33.9747, Second Loss: -77777.0000, Val Loss: 68.1477 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [476/2000], First Loss: 33.8348, Second Loss: -77777.0000, Val Loss: 67.7879 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [477/2000], First Loss: 33.7243, Second Loss: -77777.0000, Val Loss: 68.1088 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [478/2000], First Loss: 33.6741, Second Loss: -77777.0000, Val Loss: 68.1119 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [479/2000], First Loss: 33.5419, Second Loss: -77777.0000, Val Loss: 67.8223 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [480/2000], First Loss: 33.4418, Second Loss: -77777.0000, Val Loss: 68.0367 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [481/2000], First Loss: 33.3917, Second Loss: -77777.0000, Val Loss: 67.3797 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [482/2000], First Loss: 33.3237, Second Loss: -77777.0000, Val Loss: 69.1344 [(kW/hour)^2], MinVal : 67.20805358886719
Epoch [483/2000], First Loss: 33.3600, Second Loss: -77777.0000, Val Loss: 66.5456 [(kW/hour)^2], MinVal : 66.54557037353516
Epoch [484/2000], First Loss: 33.5044, Second Loss: -77777.0000, Val Loss: 69.3952 [(kW/hour)^2], MinVal : 66.54557037353516
Epoch [485/2000], First Loss: 33.3878, Second Loss: -77777.0000, Val Loss: 67.2281 [(kW/hour)^2], MinVal : 66.54557037353516
Epoch [486/2000], First Loss: 33.4609, Second Loss: -77777.0000, Val Loss: 69.2022 [(kW/hour)^2], MinVal : 66.54557037353516
Epoch [487/2000], First Loss: 33.2033, Second Loss: -77777.0000, Val Loss: 66.5737 [(kW/hour)^2], MinVal : 66.54557037353516
Epoch [488/2000], First Loss: 33.0469, Second Loss: -77777.0000, Val Loss: 69.1868 [(kW/hour)^2], MinVal : 66.54557037353516
Epoch [489/2000], First Loss: 33.1036, Second Loss: -77777.0000, Val Loss: 65.9821 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [490/2000], First Loss: 33.5103, Second Loss: -77777.0000, Val Loss: 69.3897 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [491/2000], First Loss: 32.8802, Second Loss: -77777.0000, Val Loss: 67.4996 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [492/2000], First Loss: 32.7896, Second Loss: -77777.0000, Val Loss: 67.9506 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [493/2000], First Loss: 32.9112, Second Loss: -77777.0000, Val Loss: 67.7924 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [494/2000], First Loss: 32.8998, Second Loss: -77777.0000, Val Loss: 67.9252 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [495/2000], First Loss: 32.5179, Second Loss: -77777.0000, Val Loss: 67.5249 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [496/2000], First Loss: 32.2378, Second Loss: -77777.0000, Val Loss: 67.5903 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [497/2000], First Loss: 32.1303, Second Loss: -77777.0000, Val Loss: 67.8536 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [498/2000], First Loss: 32.1032, Second Loss: -77777.0000, Val Loss: 66.3092 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [499/2000], First Loss: 32.2772, Second Loss: -77777.0000, Val Loss: 71.0056 [(kW/hour)^2], MinVal : 65.98213195800781
Epoch [500/2000], First Loss: 33.2325, Second Loss: -77777.0000, Val Loss: 64.9416 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [501/2000], First Loss: 36.9597, Second Loss: -77777.0000, Val Loss: 72.3721 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [502/2000], First Loss: 34.2383, Second Loss: 391.1713, Val Loss: 330.1551 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [503/2000], First Loss: 33.8926, Second Loss: 380.5094, Val Loss: 321.3199 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [504/2000], First Loss: 34.5795, Second Loss: 370.8408, Val Loss: 310.4156 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [505/2000], First Loss: 35.0528, Second Loss: 358.4955, Val Loss: 297.9906 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [506/2000], First Loss: 34.7572, Second Loss: 344.1111, Val Loss: 287.0058 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [507/2000], First Loss: 33.6054, Second Loss: 331.9518, Val Loss: 273.6831 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [508/2000], First Loss: 36.7011, Second Loss: 316.6064, Val Loss: 259.5760 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [509/2000], First Loss: 32.5575, Second Loss: 299.7198, Val Loss: 246.7727 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [510/2000], First Loss: 34.4769, Second Loss: 284.3096, Val Loss: 236.8260 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [511/2000], First Loss: 32.8877, Second Loss: 272.9406, Val Loss: 226.5774 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [512/2000], First Loss: 33.1636, Second Loss: 260.3472, Val Loss: 215.5320 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [513/2000], First Loss: 33.0871, Second Loss: 244.8391, Val Loss: 208.3013 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [514/2000], First Loss: 32.1029, Second Loss: 235.5861, Val Loss: 202.1326 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [515/2000], First Loss: 32.6337, Second Loss: 227.1775, Val Loss: 196.8934 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [516/2000], First Loss: 31.7571, Second Loss: 218.7371, Val Loss: 193.0988 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [517/2000], First Loss: 32.1003, Second Loss: 212.3434, Val Loss: 189.7866 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [518/2000], First Loss: 32.0602, Second Loss: 207.6812, Val Loss: 187.3146 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [519/2000], First Loss: 31.7347, Second Loss: 203.3475, Val Loss: 187.2365 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [520/2000], First Loss: 32.0270, Second Loss: 200.5824, Val Loss: 185.0368 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [521/2000], First Loss: 31.6631, Second Loss: 197.2270, Val Loss: 185.2713 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [522/2000], First Loss: 31.7028, Second Loss: 195.8358, Val Loss: 184.8040 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [523/2000], First Loss: 31.7791, Second Loss: 194.1224, Val Loss: 184.8663 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [524/2000], First Loss: 31.3128, Second Loss: 193.0366, Val Loss: 183.3773 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [525/2000], First Loss: 31.5537, Second Loss: 190.7505, Val Loss: 184.6135 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [526/2000], First Loss: 30.9984, Second Loss: 190.9970, Val Loss: 184.6876 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [527/2000], First Loss: 31.0747, Second Loss: 190.3007, Val Loss: 180.9456 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [528/2000], First Loss: 31.5482, Second Loss: 186.2104, Val Loss: 182.1979 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [529/2000], First Loss: 30.7713, Second Loss: 186.5166, Val Loss: 182.1753 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [530/2000], First Loss: 31.0109, Second Loss: 185.9790, Val Loss: 181.6631 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [531/2000], First Loss: 31.0636, Second Loss: 184.7913, Val Loss: 177.6773 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [532/2000], First Loss: 31.1693, Second Loss: 180.9990, Val Loss: 179.4206 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [533/2000], First Loss: 31.5260, Second Loss: 181.8149, Val Loss: 174.1719 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [534/2000], First Loss: 31.9063, Second Loss: 177.2998, Val Loss: 178.3992 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [535/2000], First Loss: 31.8586, Second Loss: 180.1884, Val Loss: 171.2561 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [536/2000], First Loss: 31.8339, Second Loss: 174.4004, Val Loss: 170.7044 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [537/2000], First Loss: 31.2667, Second Loss: 173.0243, Val Loss: 170.5018 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [538/2000], First Loss: 30.5124, Second Loss: 172.0595, Val Loss: 165.2813 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [539/2000], First Loss: 31.1175, Second Loss: 167.6588, Val Loss: 166.1584 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [540/2000], First Loss: 33.9012, Second Loss: 167.1906, Val Loss: 155.8617 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [541/2000], First Loss: 35.7765, Second Loss: 162.2370, Val Loss: 157.1845 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [542/2000], First Loss: 31.3744, Second Loss: 159.4763, Val Loss: 156.2269 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [543/2000], First Loss: 32.1351, Second Loss: 157.3364, Val Loss: 144.9511 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [544/2000], First Loss: 36.3891, Second Loss: 152.6879, Val Loss: 143.4073 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [545/2000], First Loss: 32.2994, Second Loss: 147.7526, Val Loss: 145.2529 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [546/2000], First Loss: 34.5911, Second Loss: 146.1195, Val Loss: 134.5276 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [547/2000], First Loss: 34.7612, Second Loss: 140.8895, Val Loss: 131.1741 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [548/2000], First Loss: 33.7454, Second Loss: 138.4116, Val Loss: 130.5914 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [549/2000], First Loss: 32.8996, Second Loss: 133.7567, Val Loss: 130.3333 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [550/2000], First Loss: 33.7697, Second Loss: 132.4068, Val Loss: 126.2628 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [551/2000], First Loss: 31.5481, Second Loss: 129.1644, Val Loss: 124.4104 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [552/2000], First Loss: 35.6128, Second Loss: 127.9657, Val Loss: 122.7992 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [553/2000], First Loss: 31.5001, Second Loss: 126.0366, Val Loss: 122.4126 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [554/2000], First Loss: 32.3736, Second Loss: 123.3028, Val Loss: 120.9131 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [555/2000], First Loss: 31.7753, Second Loss: 121.4302, Val Loss: 119.2233 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [556/2000], First Loss: 31.3485, Second Loss: 119.8933, Val Loss: 119.3741 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [557/2000], First Loss: 30.6308, Second Loss: 118.1514, Val Loss: 119.2924 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [558/2000], First Loss: 31.1760, Second Loss: 116.7644, Val Loss: 115.9474 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [559/2000], First Loss: 31.4221, Second Loss: 115.8932, Val Loss: 116.4883 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [560/2000], First Loss: 30.2392, Second Loss: 114.1028, Val Loss: 116.1944 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [561/2000], First Loss: 30.5007, Second Loss: 112.6811, Val Loss: 113.4865 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [562/2000], First Loss: 30.3450, Second Loss: 111.3726, Val Loss: 113.4900 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [563/2000], First Loss: 30.1679, Second Loss: 109.8925, Val Loss: 114.7924 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [564/2000], First Loss: 29.9814, Second Loss: 109.3825, Val Loss: 111.1680 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [565/2000], First Loss: 29.8181, Second Loss: 107.5201, Val Loss: 109.2764 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [566/2000], First Loss: 29.8629, Second Loss: 106.5446, Val Loss: 109.6939 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [567/2000], First Loss: 29.6966, Second Loss: 104.6692, Val Loss: 108.6714 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [568/2000], First Loss: 29.4987, Second Loss: 103.4580, Val Loss: 107.8949 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [569/2000], First Loss: 29.3476, Second Loss: 102.1502, Val Loss: 107.0250 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [570/2000], First Loss: 30.2529, Second Loss: 101.0025, Val Loss: 103.6177 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [571/2000], First Loss: 31.8481, Second Loss: 100.8075, Val Loss: 103.7126 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [572/2000], First Loss: 29.9510, Second Loss: 98.3757, Val Loss: 104.5529 [(kW/hour)^2], MinVal : 64.9416275024414
Epoch [573/2000], First Loss: 30.5106, Second Loss: 97.6337, Val Loss: 100.5900 [(kW/hour)^2], MinVal : 64.9416275024414
