date,DC_V,DC_A,DC_W,AC_V_RS,AC_V_ST,AC_V_TR,AC_A_R,AC_A_S,AC_A_T,AC_W,AC_TOT,AC_FREQ,SOL_RAD_SLOPE,SOL_RAD_LEVEL,TMP_MODU,TMP_CLI
2022-07-02 05:00:00,292.0,2.5,0.78,388.28,388.02,387.62,1.5,8.8,8.4,4.19,93040.21,60.0,0.0,0.0,23.20000076,25.0
2022-07-02 05:15:00,535.0,2.9,1.61,388.32,388.52,387.92,1.5,8.8,8.5,4.21,93040.21,59.9,12.6,13.78,23.20000076,24.9
2022-07-02 05:20:00,559.0,3.2,1.82,388.43,388.28,387.78,1.5,8.9,8.6,4.26,93040.21,59.9,16.93,17.72,23.29999924,25.0
2022-07-02 05:25:00,561.5,3.9,2.19,388.22,388.32,387.82,1.2,9.0,8.8,4.26,93040.21,59.9,24.81,26.77,23.40000153,25.0
2022-07-02 05:30:00,582.0,4.2,2.51,388.58,388.36,387.78,1.3,9.1,8.9,4.32,93040.32,60.0,31.5,33.86,23.5,25.1
2022-07-02 05:35:00,590.0,5.2,3.08,388.44,388.57,387.97,1.0,9.5,9.4,4.46,93040.91,59.9,41.74,43.71,23.70000076,25.0
2022-07-02 05:40:00,589.0,5.8,3.46,388.56,388.96,388.16,1.0,9.9,9.9,4.67,93041.0,60.0,49.22,50.79,23.90000153,25.0
2022-07-02 05:45:00,590.0,6.8,4.1,388.48,388.98,388.42,0.9,10.8,11.0,5.09,93041.91,60.0,59.85,61.03,24.09999847,25.1
2022-07-02 05:50:00,596.0,7.6,4.62,388.52,389.02,388.32,0.7,11.6,11.8,5.41,93041.91,60.0,68.12,69.3,24.40000153,25.0
2022-07-02 05:55:00,603.0,9.0,5.44,388.43,389.37,388.62,0.9,13.1,13.3,6.13,93042.91,59.9,81.11,81.9,24.90000153,25.2
2022-07-02 06:00:00,603.0,10.0,6.02,388.23,389.43,388.58,0.7,14.2,14.5,6.6,93042.91,60.0,90.17,90.56,25.29999924,25.4
2022-07-02 06:05:00,599.0,11.4,6.9,387.58,389.18,388.08,1.2,15.9,16.2,7.47,93043.91,59.9,102.77,103.16,25.79999924,25.4
2022-07-02 06:10:00,602.0,12.4,7.56,387.92,389.12,388.14,1.3,17.2,17.5,8.08,93044.11000000002,59.9,112.61,112.22,26.20000076,25.5
2022-07-02 06:15:00,607.0,13.9,8.54,387.48,388.98,388.38,2.0,19.2,19.6,9.15,93045.0,59.9,127.18,126.79,26.70000076,25.5
2022-07-02 06:20:00,604.0,15.2,9.27,387.98,389.12,388.52,2.5,20.7,21.3,9.99,93045.91,60.0,138.6,137.81,27.29999924,25.7
2022-07-02 06:25:00,602.0,17.0,10.36,388.08,389.28,388.38,2.8,23.1,23.6,11.11,93046.91,59.9,153.56,152.77,28.09999847,25.8
2022-07-02 06:30:00,601.0,18.2,10.96,387.65,389.15,388.55,3.7,24.4,25.2,11.96,93047.41,60.0,163.01,161.83,28.29999924,25.8
2022-07-02 06:35:00,595.5,20.0,11.98,387.38,389.08,388.18,3.9,26.9,27.5,13.08,93048.91,59.9,178.76,177.19,29.09999847,26.1
2022-07-02 06:40:00,597.0,21.2,12.68,388.02,390.02,388.96,5.1,28.2,29.3,14.07,93049.91,60.0,190.18,188.21,30.09999847,26.3
2022-07-02 06:45:00,593.0,22.8,13.6,387.62,389.73,388.92,5.3,30.5,31.3,15.08,93051.11000000002,60.0,203.57,201.99,30.5,26.2
2022-07-02 06:50:00,600.0,23.5,14.2,387.85,389.97,389.15,5.8,31.6,32.7,15.76,93052.11000000002,60.0,213.02,211.05,31.09999847,26.4
2022-07-02 06:55:00,589.0,25.8,15.36,388.19,390.68,389.88,7.2,34.3,35.4,17.32,93053.91,59.9,232.31,230.34,32.40000153,27.0
2022-07-02 07:00:00,585.0,27.4,16.02,387.92,390.32,389.82,7.1,35.9,37.1,18.03,93054.91,59.9,242.94,240.98,33.09999847,27.4
2022-07-02 07:05:00,579.5,29.2,16.96,387.28,389.98,389.18,7.9,37.9,39.4,19.15,93056.91,59.9,259.88,258.3,34.40000153,27.9
2022-07-02 07:10:00,580.0,30.2,17.56,387.62,390.18,389.12,8.5,39.0,40.6,19.81,93058.11000000002,59.9,270.51,268.14,35.29999924,28.4
2022-07-02 07:15:00,580.0,32.0,18.64,387.82,390.22,389.42,9.7,41.4,43.2,21.21,93060.11000000002,59.9,288.62,285.86,36.70000076,29.0
2022-07-02 07:20:00,576.0,33.2,19.24,387.48,390.16,389.25,10.4,42.9,44.8,22.06,93061.61000000002,60.0,299.25,296.89,37.59999847,29.3
2022-07-02 07:25:00,572.0,35.0,19.98,387.83,390.68,390.02,7.7,45.9,47.2,22.71,93063.91,60.0,313.42,311.46,37.59999847,29.7
2022-07-02 07:30:00,566.5,36.4,20.6,387.52,390.62,389.68,11.2,45.9,47.9,23.63,93065.32,60.0,324.06,322.48,38.0,30.0
2022-07-02 07:35:00,572.0,37.7,21.56,389.1,391.82,391.06,8.2,49.5,50.9,24.53,93067.82,59.9,342.56,340.99,39.29999924,30.2
2022-07-02 07:40:00,564.0,39.3,22.11,390.05,392.56,391.76,12.1,49.6,51.6,25.64,93069.41,60.0,352.8,351.23,39.40000153,30.3
2022-07-02 07:45:00,567.0,40.4,22.98,389.82,393.07,391.73,12.7,51.4,53.4,26.6,93072.11000000002,60.0,367.37,366.19,40.29999924,30.7
2022-07-02 07:50:00,555.0,42.2,23.54,389.64,393.18,391.94,8.4,52.2,54.4,26.05,93073.91,60.0,378.0,376.82,40.79999924,30.7
2022-07-02 07:55:00,556.0,43.9,24.34,389.13,392.72,391.72,14.0,54.4,56.8,28.32,93076.71,59.9,395.33,392.96,41.70000076,30.9
2022-07-02 08:00:00,554.0,44.5,24.76,389.38,392.53,391.98,14.9,55.4,57.8,28.98,93078.41,60.0,404.77,403.99,42.20000076,31.2
2022-07-02 08:05:00,558.0,45.0,25.53,389.82,392.82,392.02,15.6,56.6,58.9,29.68,93081.41,60.0,419.74,418.56,42.70000076,31.3
2022-07-02 08:10:00,561.5,46.7,26.03,389.85,392.97,391.96,16.5,58.8,61.3,30.93,93083.5,60.0,430.37,428.4,42.5,31.5
2022-07-02 08:15:00,556.0,48.2,26.72,389.76,392.78,392.05,17.0,59.3,61.2,31.12,93086.5,59.9,446.12,444.54,43.5,31.8
2022-07-02 08:20:00,550.0,49.4,27.21,390.13,393.34,392.24,16.2,61.0,63.3,31.83,93088.71,60.0,456.36,454.39,44.59999847,32.1
2022-07-02 08:25:00,547.0,51.4,27.79,389.76,393.52,392.23,9.7,65.6,67.1,32.28,93091.91,59.9,471.32,468.17,44.5,32.5
2022-07-02 08:30:00,542.0,52.5,28.22,389.72,393.08,391.78,18.1,62.6,65.0,32.98,93094.0,60.0,479.59,478.01,45.09999847,32.3
2022-07-02 08:35:00,549.0,51.4,28.81,389.88,393.25,391.91,18.3,64.2,66.4,33.72,93097.41,60.0,495.73,494.55,46.80000305,32.7
2022-07-02 08:40:00,551.0,52.5,29.1,389.55,393.28,392.02,10.6,63.4,66.2,31.76,93099.71,60.0,505.97,504.79,47.59999847,33.2
2022-07-02 08:45:00,558.0,54.3,29.64,390.26,393.64,392.62,21.7,63.8,66.9,34.55,93103.0,60.1,519.75,519.36,48.19999695,33.5
2022-07-02 08:50:00,553.0,53.5,30.06,390.75,394.34,393.35,21.7,66.2,69.9,35.84,93105.41,60.0,529.2,527.63,48.40000153,33.6
2022-07-02 08:55:00,558.0,55.2,30.44,391.83,394.97,394.18,24.4,63.7,67.1,35.31,93108.91,59.9,539.44,542.19,49.30000305,33.9
2022-07-02 09:00:00,547.0,55.5,30.7,391.36,395.14,394.23,18.5,69.1,72.1,36.35,93111.32,60.0,549.67,546.53,49.40000153,34.3
2022-07-02 09:05:00,560.0,56.1,31.13,393.57,396.48,395.48,24.7,67.5,70.2,37.09,93114.91,60.1,565.82,561.88,49.5,34.7
2022-07-02 09:10:00,560.5,56.0,31.46,393.68,396.98,395.78,20.1,68.7,71.0,36.54,93117.41,59.9,572.12,568.18,47.0,34.5
2022-07-02 09:15:00,562.0,56.7,31.94,394.82,398.38,397.18,21.6,73.9,75.9,39.32,93121.0,60.0,588.66,585.11,45.69999695,34.5
2022-07-02 09:20:00,556.0,57.6,32.14,391.22,395.84,393.85,10.8,75.6,77.3,37.29,93123.5,59.8,599.29,598.5,44.40000153,34.4
