
###################################################################
###################################################################
###################################################################

Current time: 2023-11-01 11:37:34.261239

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'batch_start_idx': 5, 'batch_end_idx': 21, 'dropout': 0.8, 'previous_steps': 5}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: RNN


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220201 to 20221231.

The number of parameter in model : 50952

Epoch [1/2000], Trn Loss: 398.2228, Val Loss: 335.7346 [(kW/hour)^2], MinVal : 335.734619140625
Epoch [33/2000], Trn Loss: 206.2063, Val Loss: 199.1215 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [34/2000], Trn Loss: 206.0602, Val Loss: 199.2305 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [35/2000], Trn Loss: 205.9272, Val Loss: 199.3412 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [36/2000], Trn Loss: 205.8061, Val Loss: 199.4529 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [37/2000], Trn Loss: 205.6956, Val Loss: 199.5538 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [38/2000], Trn Loss: 205.5945, Val Loss: 199.6683 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [39/2000], Trn Loss: 205.5023, Val Loss: 199.7469 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [40/2000], Trn Loss: 205.4173, Val Loss: 199.8616 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [41/2000], Trn Loss: 205.3385, Val Loss: 199.9727 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [42/2000], Trn Loss: 205.2896, Val Loss: 200.0972 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [43/2000], Trn Loss: 205.2157, Val Loss: 200.1986 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [44/2000], Trn Loss: 205.1400, Val Loss: 200.3130 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [45/2000], Trn Loss: 205.1042, Val Loss: 200.4217 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [46/2000], Trn Loss: 205.0662, Val Loss: 200.5267 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [47/2000], Trn Loss: 205.0305, Val Loss: 200.6271 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [48/2000], Trn Loss: 204.9895, Val Loss: 200.7264 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [49/2000], Trn Loss: 204.9641, Val Loss: 200.8243 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [50/2000], Trn Loss: 204.9375, Val Loss: 200.9205 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [51/2000], Trn Loss: 204.9232, Val Loss: 201.0143 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [52/2000], Trn Loss: 204.9190, Val Loss: 201.0983 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [53/2000], Trn Loss: 204.9008, Val Loss: 201.1711 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [54/2000], Trn Loss: 204.8813, Val Loss: 201.2350 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [55/2000], Trn Loss: 204.8580, Val Loss: 201.2829 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [56/2000], Trn Loss: 204.8289, Val Loss: 201.3235 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [57/2000], Trn Loss: 204.7772, Val Loss: 201.4263 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [58/2000], Trn Loss: 204.7434, Val Loss: 201.5115 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [59/2000], Trn Loss: 204.9105, Val Loss: 201.5077 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [60/2000], Trn Loss: 205.0506, Val Loss: 201.5854 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [61/2000], Trn Loss: 205.1539, Val Loss: 201.7514 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [62/2000], Trn Loss: 205.2664, Val Loss: 201.8706 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [63/2000], Trn Loss: 205.9041, Val Loss: 202.7284 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [64/2000], Trn Loss: 206.7351, Val Loss: 203.0879 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [65/2000], Trn Loss: 207.6879, Val Loss: 205.2569 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [66/2000], Trn Loss: 208.9746, Val Loss: 205.6168 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [67/2000], Trn Loss: 209.6945, Val Loss: 206.5450 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [68/2000], Trn Loss: 210.7234, Val Loss: 207.3647 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [69/2000], Trn Loss: 211.8635, Val Loss: 207.8120 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [70/2000], Trn Loss: 213.1027, Val Loss: 207.9428 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [71/2000], Trn Loss: 213.1532, Val Loss: 208.1250 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [72/2000], Trn Loss: 213.3457, Val Loss: 208.4315 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [73/2000], Trn Loss: 213.5653, Val Loss: 208.3259 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [74/2000], Trn Loss: 213.7144, Val Loss: 208.3123 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [75/2000], Trn Loss: 213.5944, Val Loss: 207.6332 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [76/2000], Trn Loss: 213.3266, Val Loss: 207.2538 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [77/2000], Trn Loss: 212.9006, Val Loss: 207.4445 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [78/2000], Trn Loss: 213.0997, Val Loss: 208.4387 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [79/2000], Trn Loss: 214.2280, Val Loss: 208.9471 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [80/2000], Trn Loss: 215.6955, Val Loss: 207.4678 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [81/2000], Trn Loss: 212.9788, Val Loss: 206.3978 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [82/2000], Trn Loss: 212.3042, Val Loss: 205.5690 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [83/2000], Trn Loss: 210.7667, Val Loss: 204.8981 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [84/2000], Trn Loss: 210.2141, Val Loss: 204.8146 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [85/2000], Trn Loss: 210.1099, Val Loss: 204.7062 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [86/2000], Trn Loss: 210.0511, Val Loss: 204.8795 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [87/2000], Trn Loss: 210.3113, Val Loss: 205.6911 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [88/2000], Trn Loss: 210.9380, Val Loss: 207.3309 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [89/2000], Trn Loss: 213.5233, Val Loss: 208.8492 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [90/2000], Trn Loss: 216.7368, Val Loss: 212.5198 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [91/2000], Trn Loss: 220.4621, Val Loss: 214.5702 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [92/2000], Trn Loss: 225.1707, Val Loss: 218.0344 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [93/2000], Trn Loss: 229.8436, Val Loss: 221.2752 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [94/2000], Trn Loss: 235.2353, Val Loss: 224.2412 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [95/2000], Trn Loss: 239.2214, Val Loss: 230.9036 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [96/2000], Trn Loss: 244.4115, Val Loss: 234.3952 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [97/2000], Trn Loss: 251.0948, Val Loss: 236.8545 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [98/2000], Trn Loss: 252.3868, Val Loss: 234.3443 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [99/2000], Trn Loss: 250.7237, Val Loss: 232.4640 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [100/2000], Trn Loss: 248.8286, Val Loss: 225.9359 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [101/2000], Trn Loss: 242.7940, Val Loss: 221.5630 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [102/2000], Trn Loss: 237.3911, Val Loss: 217.3680 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [103/2000], Trn Loss: 230.3862, Val Loss: 212.5736 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [104/2000], Trn Loss: 224.3248, Val Loss: 209.6553 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [105/2000], Trn Loss: 219.2419, Val Loss: 206.5840 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [106/2000], Trn Loss: 216.2955, Val Loss: 205.1765 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [107/2000], Trn Loss: 213.9637, Val Loss: 203.5280 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [108/2000], Trn Loss: 213.0619, Val Loss: 203.2394 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [109/2000], Trn Loss: 212.1071, Val Loss: 203.0483 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [110/2000], Trn Loss: 212.1368, Val Loss: 203.1853 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [111/2000], Trn Loss: 212.4137, Val Loss: 203.4924 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [112/2000], Trn Loss: 212.8297, Val Loss: 204.3062 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [113/2000], Trn Loss: 213.8350, Val Loss: 205.1682 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [114/2000], Trn Loss: 215.6241, Val Loss: 206.8970 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [115/2000], Trn Loss: 218.1552, Val Loss: 208.8943 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [116/2000], Trn Loss: 221.1005, Val Loss: 211.6342 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [117/2000], Trn Loss: 223.4858, Val Loss: 213.1564 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [118/2000], Trn Loss: 225.7935, Val Loss: 213.6673 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [119/2000], Trn Loss: 226.3496, Val Loss: 213.4629 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [120/2000], Trn Loss: 226.1751, Val Loss: 213.0801 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [121/2000], Trn Loss: 225.4272, Val Loss: 211.8453 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [122/2000], Trn Loss: 223.5243, Val Loss: 208.7413 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [123/2000], Trn Loss: 220.6534, Val Loss: 206.4800 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [124/2000], Trn Loss: 216.8163, Val Loss: 204.3568 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [125/2000], Trn Loss: 213.3833, Val Loss: 203.3122 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [126/2000], Trn Loss: 211.4308, Val Loss: 201.2282 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [127/2000], Trn Loss: 208.3032, Val Loss: 201.1208 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [128/2000], Trn Loss: 206.9707, Val Loss: 200.1689 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [129/2000], Trn Loss: 206.1770, Val Loss: 200.0428 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [130/2000], Trn Loss: 205.7118, Val Loss: 200.0943 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [131/2000], Trn Loss: 205.6963, Val Loss: 200.2227 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [132/2000], Trn Loss: 205.6917, Val Loss: 200.2970 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [133/2000], Trn Loss: 205.7794, Val Loss: 200.2136 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [134/2000], Trn Loss: 205.5335, Val Loss: 200.0917 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [135/2000], Trn Loss: 205.1648, Val Loss: 200.0861 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [136/2000], Trn Loss: 205.0896, Val Loss: 199.9762 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [137/2000], Trn Loss: 204.8967, Val Loss: 199.9662 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [138/2000], Trn Loss: 204.6880, Val Loss: 199.8574 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [139/2000], Trn Loss: 204.4982, Val Loss: 199.8241 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [140/2000], Trn Loss: 204.3986, Val Loss: 199.8506 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [141/2000], Trn Loss: 204.3638, Val Loss: 199.8287 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [142/2000], Trn Loss: 204.2759, Val Loss: 199.8608 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [143/2000], Trn Loss: 204.2244, Val Loss: 199.8864 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [144/2000], Trn Loss: 204.1738, Val Loss: 199.9045 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [145/2000], Trn Loss: 204.1804, Val Loss: 199.9712 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [146/2000], Trn Loss: 204.1220, Val Loss: 200.0257 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [147/2000], Trn Loss: 204.0562, Val Loss: 200.0224 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [148/2000], Trn Loss: 203.9890, Val Loss: 200.0294 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [149/2000], Trn Loss: 204.0043, Val Loss: 200.0610 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [150/2000], Trn Loss: 204.0899, Val Loss: 200.0044 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [151/2000], Trn Loss: 204.0367, Val Loss: 199.9794 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [152/2000], Trn Loss: 204.0274, Val Loss: 199.9710 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [153/2000], Trn Loss: 204.0784, Val Loss: 199.8875 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [154/2000], Trn Loss: 204.0274, Val Loss: 199.9366 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [155/2000], Trn Loss: 204.1991, Val Loss: 199.8515 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [156/2000], Trn Loss: 204.1855, Val Loss: 199.7845 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [157/2000], Trn Loss: 204.1700, Val Loss: 199.7934 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [158/2000], Trn Loss: 204.1787, Val Loss: 199.6990 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [159/2000], Trn Loss: 204.1172, Val Loss: 199.8508 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [160/2000], Trn Loss: 204.2895, Val Loss: 199.7196 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [161/2000], Trn Loss: 204.1345, Val Loss: 199.4043 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [162/2000], Trn Loss: 204.0444, Val Loss: 199.0901 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [163/2000], Trn Loss: 203.7676, Val Loss: 198.9659 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [164/2000], Trn Loss: 203.9790, Val Loss: 198.4694 [(kW/hour)^2], MinVal : 198.26925659179688
Epoch [165/2000], Trn Loss: 203.6812, Val Loss: 197.7140 [(kW/hour)^2], MinVal : 197.7140350341797
Epoch [166/2000], Trn Loss: 203.3134, Val Loss: 196.9194 [(kW/hour)^2], MinVal : 196.91937255859375
Epoch [167/2000], Trn Loss: 203.0602, Val Loss: 195.8881 [(kW/hour)^2], MinVal : 195.88807678222656
Epoch [168/2000], Trn Loss: 202.6021, Val Loss: 194.7742 [(kW/hour)^2], MinVal : 194.77423095703125
Epoch [169/2000], Trn Loss: 202.1713, Val Loss: 195.0424 [(kW/hour)^2], MinVal : 194.77423095703125
Epoch [170/2000], Trn Loss: 202.1206, Val Loss: 194.0419 [(kW/hour)^2], MinVal : 194.0419158935547
Epoch [171/2000], Trn Loss: 201.9720, Val Loss: 193.7957 [(kW/hour)^2], MinVal : 193.795654296875
Epoch [172/2000], Trn Loss: 202.1951, Val Loss: 193.0237 [(kW/hour)^2], MinVal : 193.02374267578125
Epoch [173/2000], Trn Loss: 203.0715, Val Loss: 192.3220 [(kW/hour)^2], MinVal : 192.322021484375
Epoch [174/2000], Trn Loss: 203.0726, Val Loss: 190.1420 [(kW/hour)^2], MinVal : 190.14198303222656
Epoch [175/2000], Trn Loss: 204.6779, Val Loss: 190.0376 [(kW/hour)^2], MinVal : 190.03762817382812
Epoch [176/2000], Trn Loss: 203.3079, Val Loss: 180.9908 [(kW/hour)^2], MinVal : 180.9908447265625
Epoch [177/2000], Trn Loss: 198.1291, Val Loss: 173.8585 [(kW/hour)^2], MinVal : 173.8585205078125
Epoch [178/2000], Trn Loss: 189.4633, Val Loss: 166.2763 [(kW/hour)^2], MinVal : 166.27630615234375
Epoch [179/2000], Trn Loss: 183.2759, Val Loss: 169.7657 [(kW/hour)^2], MinVal : 166.27630615234375
Epoch [180/2000], Trn Loss: 180.1750, Val Loss: 156.7331 [(kW/hour)^2], MinVal : 156.73312377929688
Epoch [181/2000], Trn Loss: 171.1848, Val Loss: 153.3741 [(kW/hour)^2], MinVal : 153.3740692138672
Epoch [182/2000], Trn Loss: 166.2002, Val Loss: 157.0945 [(kW/hour)^2], MinVal : 153.3740692138672
Epoch [183/2000], Trn Loss: 165.1416, Val Loss: 149.1493 [(kW/hour)^2], MinVal : 149.14927673339844
Epoch [184/2000], Trn Loss: 160.5098, Val Loss: 147.2556 [(kW/hour)^2], MinVal : 147.255615234375
Epoch [185/2000], Trn Loss: 159.5331, Val Loss: 153.2919 [(kW/hour)^2], MinVal : 147.255615234375
Epoch [186/2000], Trn Loss: 159.3975, Val Loss: 146.0184 [(kW/hour)^2], MinVal : 146.01841735839844
Epoch [187/2000], Trn Loss: 155.1504, Val Loss: 143.3383 [(kW/hour)^2], MinVal : 143.3383331298828
Epoch [188/2000], Trn Loss: 156.2997, Val Loss: 147.7640 [(kW/hour)^2], MinVal : 143.3383331298828
Epoch [189/2000], Trn Loss: 153.6749, Val Loss: 144.8818 [(kW/hour)^2], MinVal : 143.3383331298828
Epoch [190/2000], Trn Loss: 151.5188, Val Loss: 139.7778 [(kW/hour)^2], MinVal : 139.77780151367188
Epoch [191/2000], Trn Loss: 151.9672, Val Loss: 142.0854 [(kW/hour)^2], MinVal : 139.77780151367188
Epoch [192/2000], Trn Loss: 148.7666, Val Loss: 143.7688 [(kW/hour)^2], MinVal : 139.77780151367188
Epoch [193/2000], Trn Loss: 148.5275, Val Loss: 136.6132 [(kW/hour)^2], MinVal : 136.6132354736328
Epoch [194/2000], Trn Loss: 147.8673, Val Loss: 137.9394 [(kW/hour)^2], MinVal : 136.6132354736328
Epoch [195/2000], Trn Loss: 144.9483, Val Loss: 141.5843 [(kW/hour)^2], MinVal : 136.6132354736328
Epoch [196/2000], Trn Loss: 145.2625, Val Loss: 133.7676 [(kW/hour)^2], MinVal : 133.76763916015625
Epoch [197/2000], Trn Loss: 144.3802, Val Loss: 135.6477 [(kW/hour)^2], MinVal : 133.76763916015625
Epoch [198/2000], Trn Loss: 141.5854, Val Loss: 138.2654 [(kW/hour)^2], MinVal : 133.76763916015625
Epoch [199/2000], Trn Loss: 141.5949, Val Loss: 131.4290 [(kW/hour)^2], MinVal : 131.4290313720703
Epoch [200/2000], Trn Loss: 141.3136, Val Loss: 134.5428 [(kW/hour)^2], MinVal : 131.4290313720703
Epoch [201/2000], Trn Loss: 138.8902, Val Loss: 135.0068 [(kW/hour)^2], MinVal : 131.4290313720703
Epoch [202/2000], Trn Loss: 138.3656, Val Loss: 129.6308 [(kW/hour)^2], MinVal : 129.63076782226562
Epoch [203/2000], Trn Loss: 138.5148, Val Loss: 133.5281 [(kW/hour)^2], MinVal : 129.63076782226562
Epoch [204/2000], Trn Loss: 136.6784, Val Loss: 131.9237 [(kW/hour)^2], MinVal : 129.63076782226562
Epoch [205/2000], Trn Loss: 135.6556, Val Loss: 127.9519 [(kW/hour)^2], MinVal : 127.95186614990234
Epoch [206/2000], Trn Loss: 135.8418, Val Loss: 132.4436 [(kW/hour)^2], MinVal : 127.95186614990234
Epoch [207/2000], Trn Loss: 134.6578, Val Loss: 129.2166 [(kW/hour)^2], MinVal : 127.95186614990234
Epoch [208/2000], Trn Loss: 133.3433, Val Loss: 126.4004 [(kW/hour)^2], MinVal : 126.40038299560547
Epoch [209/2000], Trn Loss: 133.3134, Val Loss: 130.7951 [(kW/hour)^2], MinVal : 126.40038299560547
Epoch [210/2000], Trn Loss: 132.6038, Val Loss: 126.8455 [(kW/hour)^2], MinVal : 126.40038299560547
Epoch [211/2000], Trn Loss: 131.3273, Val Loss: 125.1707 [(kW/hour)^2], MinVal : 125.17068481445312
Epoch [212/2000], Trn Loss: 131.0351, Val Loss: 129.2991 [(kW/hour)^2], MinVal : 125.17068481445312
Epoch [213/2000], Trn Loss: 130.7051, Val Loss: 124.6773 [(kW/hour)^2], MinVal : 124.67731475830078
Epoch [214/2000], Trn Loss: 129.6519, Val Loss: 124.6556 [(kW/hour)^2], MinVal : 124.65555572509766
Epoch [215/2000], Trn Loss: 128.9954, Val Loss: 127.5270 [(kW/hour)^2], MinVal : 124.65555572509766
Epoch [216/2000], Trn Loss: 128.8604, Val Loss: 122.8152 [(kW/hour)^2], MinVal : 122.81521606445312
Epoch [217/2000], Trn Loss: 128.3568, Val Loss: 125.2448 [(kW/hour)^2], MinVal : 122.81521606445312
