date,DC_V,DC_A,DC_W,AC_V_RS,AC_V_ST,AC_V_TR,AC_A_R,AC_A_S,AC_A_T,AC_W,AC_TOT,AC_FREQ,SOL_RAD_SLOPE,SOL_RAD_LEVEL,TMP_MODU,TMP_CLI
2022-04-23 05:35:00,263.5,2.3,0.65,388.58,389.62,389.08,1.8,8.8,8.4,4.27,74858.91,59.9,0.0,0.0,13.29999924,15.7
2022-04-23 05:45:00,441.0,2.6,1.16,388.57,389.87,389.45,1.9,8.7,8.3,4.25,74858.91,59.9,0.0,0.0,13.0,15.7
2022-04-23 05:50:00,505.0,2.7,1.42,388.32,389.32,389.12,1.7,8.7,8.4,4.22,74858.91,59.9,0.0,9.06,12.90000153,15.6
2022-04-23 05:55:00,573.0,2.9,1.7,388.35,389.34,388.95,1.5,8.8,8.5,4.22,74858.91,60.0,0.0,11.42,13.0,15.6
2022-04-23 06:00:00,574.0,3.2,1.86,388.34,389.39,389.04,1.6,8.7,8.5,4.22,74858.91,59.9,11.81,14.18,13.20000076,15.6
2022-04-23 06:05:00,594.0,3.9,2.35,387.58,388.98,388.38,1.2,9.0,8.8,4.26,74858.91,59.9,19.29,21.66,13.5,15.7
2022-04-23 06:10:00,601.0,4.0,2.47,387.98,389.47,388.78,1.5,9.1,8.8,4.36,74859.0,59.9,20.48,23.23,13.59999847,15.9
2022-04-23 06:15:00,610.0,4.4,2.7,387.48,388.91,388.62,1.4,9.3,9.1,4.44,74859.91,59.9,25.2,27.56,13.59999847,15.9
2022-04-23 06:20:00,607.0,5.2,3.25,387.92,389.52,388.72,1.2,9.8,9.8,4.67,74859.91,59.9,33.08,35.83,13.70000076,15.7
2022-04-23 06:25:00,597.0,5.6,3.38,387.62,389.12,388.62,0.8,9.9,9.9,4.62,74860.20999999999,59.9,35.83,38.19,14.0,15.7
2022-04-23 06:30:00,602.0,6.4,3.9,387.82,389.02,388.82,0.9,10.6,10.7,4.98,74860.91,60.0,43.31,46.07,14.09999847,15.8
2022-04-23 06:35:00,612.0,7.5,4.66,388.08,389.57,389.17,0.9,11.8,12.0,5.55,74861.11000000002,60.0,53.94,56.7,14.5,15.9
2022-04-23 06:40:00,605.0,9.0,5.52,387.58,389.38,388.68,0.9,13.3,13.5,6.22,74861.91,59.9,66.15,68.91,14.79999924,16.0
2022-04-23 06:45:00,622.0,10.8,6.78,388.06,389.98,389.56,1.2,15.8,16.0,7.42,74862.20999999999,59.9,85.44,88.2,15.5,16.2
2022-04-23 06:50:00,617.0,13.0,8.04,388.58,390.74,390.18,1.9,18.2,18.6,8.72,74862.91,60.0,104.74,107.49,16.20000076,16.4
2022-04-23 06:55:00,622.0,16.0,10.02,388.88,391.48,390.98,2.8,22.5,23.0,10.9,74863.91,59.9,135.06,137.81,17.29999924,16.4
2022-04-23 07:00:00,613.0,17.0,10.44,388.34,391.38,390.64,3.5,23.4,24.0,11.48,74864.5,59.9,143.72,146.08,18.0,16.4
2022-04-23 07:05:00,628.0,15.8,9.87,388.78,391.12,390.68,2.9,22.1,22.6,10.74,74865.91,59.9,134.66,137.02,18.59999847,16.5
2022-04-23 07:10:00,603.5,15.2,9.3,388.7,391.12,390.42,2.5,20.8,21.3,10.06,74866.32,59.9,127.18,129.94,18.90000153,16.5
2022-04-23 07:15:00,611.0,13.8,8.52,388.96,390.86,390.46,2.2,19.2,19.7,9.27,74867.32,60.0,113.4,116.16,19.40000153,17.0
2022-04-23 07:20:00,623.0,15.8,9.92,388.66,391.02,390.78,2.8,22.2,22.8,10.78,74868.0,59.9,133.09,136.24,19.29999924,16.9
2022-04-23 07:25:00,616.0,15.8,9.8,388.88,390.98,390.58,2.7,21.9,22.5,10.62,74869.0,59.9,130.73,133.48,19.29999924,17.0
2022-04-23 07:30:00,630.5,17.7,11.28,389.12,391.52,391.12,4.6,25.0,25.9,12.53,74869.91,59.9,155.14,158.29,19.5,17.3
2022-04-23 07:35:00,594.5,22.6,13.62,388.98,391.78,391.18,5.4,30.0,31.0,15.0,74871.41,59.9,194.91,196.09,21.5,17.7
2022-04-23 07:40:00,608.0,16.2,10.02,389.26,391.16,390.66,3.2,22.3,23.0,10.94,74872.20999999999,59.9,140.18,142.54,21.90000153,17.8
2022-04-23 07:45:00,595.5,14.6,8.75,389.37,391.47,390.74,2.3,19.7,20.1,9.5,74873.5,60.0,115.76,118.52,19.70000076,17.2
2022-04-23 07:50:00,555.0,28.0,15.54,389.94,392.59,392.17,7.5,34.5,35.9,17.64,74874.32,60.0,236.25,239.01,17.79999924,16.6
2022-04-23 07:55:00,601.0,30.0,18.06,390.43,393.72,392.84,8.7,40.0,41.6,20.49,74876.91,59.9,262.63,266.96,21.0,16.8
2022-04-23 08:00:00,623.0,16.8,10.54,390.61,393.11,392.45,3.4,23.2,24.0,11.47,74877.91,59.9,140.18,144.51,20.79999924,16.5
