date,DC_V,DC_A,DC_W,AC_V_RS,AC_V_ST,AC_V_TR,AC_A_R,AC_A_S,AC_A_T,AC_W,AC_TOT,AC_FREQ,SOL_RAD_SLOPE,SOL_RAD_LEVEL,TMP_MODU,TMP_CLI
2022-04-18 05:35:00,424.0,2.2,0.98,389.16,390.26,390.06,1.9,8.7,8.3,4.26,73540.91,60.0,0.0,0.0,15.20000076,16.5
2022-04-18 05:40:00,413.5,2.2,0.95,388.53,390.06,389.83,2.0,8.7,8.3,4.28,73540.91,60.0,0.0,0.0,15.29999924,16.5
2022-04-18 05:45:00,192.5,2.5,0.48,388.88,389.58,389.7,1.6,8.7,8.3,4.18,73540.91,60.0,0.0,0.0,15.20000076,16.5
2022-04-18 05:55:00,342.5,2.5,0.91,388.52,389.78,389.18,1.6,8.7,8.3,4.18,73540.91,59.9,0.0,0.0,14.70000076,16.3
2022-04-18 06:00:00,532.0,2.7,1.5,388.48,388.98,389.28,1.5,8.7,8.4,4.18,73540.91,59.9,0.0,0.0,14.90000153,16.3
2022-04-18 06:05:00,567.5,2.8,1.67,387.63,388.98,388.42,1.7,8.6,8.3,4.17,73540.91,59.9,0.0,10.24,15.20000076,16.4
2022-04-18 06:10:00,581.0,2.9,1.74,387.96,389.22,388.92,1.5,8.7,8.4,4.18,73540.91,60.0,9.06,11.02,15.29999924,16.4
2022-04-18 06:15:00,572.0,3.1,1.83,388.48,389.38,389.08,1.6,8.7,8.4,4.2,73540.91,59.9,10.63,12.99,15.29999924,16.4
2022-04-18 06:20:00,587.0,3.5,2.13,387.87,389.42,389.08,1.4,8.9,8.6,4.24,73540.91,59.9,14.96,17.72,15.29999924,16.4
2022-04-18 06:25:00,587.0,3.7,2.24,387.92,389.02,388.82,1.4,8.9,8.7,4.26,73540.91,59.9,17.72,20.48,15.5,16.4
2022-04-18 06:30:00,579.0,3.7,2.2,387.83,389.08,388.38,1.5,9.0,8.8,4.33,73541.20999999999,59.9,16.93,19.29,15.59999847,16.5
2022-04-18 06:35:00,572.0,4.0,2.32,387.86,389.06,388.96,1.4,9.0,8.7,4.29,73541.91,60.0,19.29,22.05,15.59999847,16.5
2022-04-18 06:40:00,592.0,4.6,2.74,388.25,389.75,389.52,1.2,9.3,9.1,4.41,73542.0,60.0,26.38,29.53,15.70000076,16.5
2022-04-18 06:45:00,597.0,5.4,3.27,388.35,389.78,389.68,1.2,9.8,9.7,4.66,73542.41,60.0,34.26,38.19,15.90000153,16.6
2022-04-18 06:50:00,604.0,4.9,3.02,388.38,389.68,389.48,1.0,9.5,9.4,4.47,73542.91,60.0,30.32,33.47,16.0,16.5
2022-04-18 06:55:00,612.0,6.0,3.66,388.38,389.67,389.47,1.3,10.2,10.1,4.86,73543.20999999999,60.0,40.56,44.49,16.0,16.5
2022-04-18 07:00:00,608.0,6.8,4.2,387.98,389.58,389.28,0.9,10.9,11.1,5.15,73543.91,60.0,50.01,54.34,16.20000076,16.6
2022-04-18 07:05:00,606.0,7.4,4.58,387.82,389.42,389.02,0.9,11.5,11.7,5.41,73544.0,59.9,56.31,60.64,16.5,16.7
2022-04-18 07:10:00,617.0,7.8,4.9,387.88,389.18,389.18,0.8,12.1,12.4,5.68,73544.41,59.9,61.82,66.15,16.59999847,16.7
2022-04-18 07:15:00,612.0,8.6,5.38,387.55,389.22,388.92,0.8,13.0,13.3,6.09,73545.0,60.0,69.69,74.03,16.79999924,16.8
2022-04-18 07:20:00,618.0,9.6,5.9,387.52,389.22,389.06,0.8,14.0,14.2,6.51,73545.41,60.0,78.36,83.08,16.90000153,16.9
2022-04-18 07:25:00,619.0,9.8,6.1,387.92,389.53,389.22,0.9,14.3,14.6,6.7,73546.11000000002,59.9,80.72,85.44,17.20000076,16.9
2022-04-18 07:30:00,614.0,9.2,5.72,388.38,390.08,389.78,0.9,13.7,14.0,6.44,73546.91,59.9,75.21,79.93,17.20000076,16.9
2022-04-18 07:35:00,614.5,9.0,5.58,388.13,389.73,389.23,0.9,13.4,13.7,6.29,73547.20999999999,60.0,72.45,77.18,17.20000076,16.9
2022-04-18 07:40:00,614.0,10.0,6.2,388.42,390.32,389.52,1.0,14.6,14.9,6.86,73547.91,60.0,83.47,88.2,17.29999924,17.0
2022-04-18 07:45:00,613.5,10.9,6.73,387.82,389.52,388.62,1.2,15.7,16.0,7.39,73548.32,59.9,92.14,97.65,17.40000153,16.9
2022-04-18 07:50:00,620.0,12.0,7.5,387.69,389.79,388.72,1.7,17.2,17.6,8.2,73548.91,60.0,104.34,109.86,17.5,16.9
2022-04-18 07:55:00,618.0,12.6,7.86,388.08,390.38,389.68,1.9,18.0,18.4,8.62,73549.91,60.0,110.64,116.16,17.90000153,17.0
2022-04-18 08:00:00,618.0,12.6,7.9,388.92,391.02,390.52,1.8,18.0,18.4,8.62,73550.32,60.0,110.64,116.16,18.0,17.1
2022-04-18 08:05:00,623.0,12.6,7.9,389.76,391.66,391.25,1.9,18.0,18.4,8.65,73551.11000000002,59.9,110.64,116.16,18.09999847,17.2
2022-04-18 08:10:00,614.0,13.8,8.5,390.88,392.89,392.19,2.2,19.2,19.6,9.29,73551.91,59.9,120.88,126.79,18.29999924,17.3
2022-04-18 08:15:00,622.0,15.8,9.89,392.18,394.26,393.68,2.9,22.0,22.6,10.8,73552.91,59.9,143.32,149.63,18.70000076,17.3
2022-04-18 08:20:00,627.0,16.2,10.26,393.38,395.48,394.97,3.3,22.8,23.4,11.29,73553.41,60.0,148.44,155.14,18.90000153,17.5
2022-04-18 08:25:00,613.0,17.0,10.52,389.32,391.72,391.12,3.1,23.7,24.3,11.54,73554.91,60.0,151.59,157.89,19.5,17.6
2022-04-18 08:30:00,617.0,17.2,10.62,390.52,392.38,391.72,3.2,23.8,24.3,11.61,73555.41,59.9,152.77,159.47,19.79999924,17.7
2022-04-18 08:35:00,612.5,19.8,12.21,390.42,393.04,392.72,4.9,27.0,27.9,13.56,73556.91,59.9,177.58,185.06,20.0,17.8
2022-04-18 08:40:00,595.0,26.2,15.64,390.78,394.01,393.68,6.9,34.5,36.0,17.59,73557.91,59.9,232.71,242.94,20.59999847,18.0
2022-04-18 08:45:00,628.0,26.2,16.44,390.88,394.22,393.98,6.0,36.8,37.7,18.3,73559.91,60.0,246.88,257.12,22.70000076,18.5
2022-04-18 08:50:00,612.0,25.0,15.41,391.53,394.13,393.98,5.3,34.8,35.4,17.17,73560.91,59.9,227.98,236.25,23.40000153,18.7
2022-04-18 08:55:00,612.0,26.9,16.62,391.88,394.68,394.38,7.4,36.9,38.2,18.78,73562.61000000002,60.0,249.64,258.3,23.79999924,18.9
2022-04-18 09:00:00,604.0,31.5,19.16,391.73,394.98,394.57,6.5,43.6,44.3,21.5,73563.91,60.0,290.98,300.04,24.0,19.1
2022-04-18 09:05:00,588.0,33.8,20.04,392.39,395.78,395.24,7.0,46.1,47.1,22.87,73566.20999999999,60.0,307.52,316.18,26.0,19.6
2022-04-18 09:10:00,588.5,33.2,19.69,392.58,395.76,395.57,9.5,44.9,46.1,22.94,73567.70999999999,60.0,300.83,307.91,27.0,19.9
2022-04-18 09:15:00,595.0,30.0,17.77,392.32,395.28,394.92,5.7,40.6,41.5,20.02,73569.91,60.0,271.29,277.59,28.0,20.4
2022-04-18 09:20:00,592.0,30.8,18.36,393.02,395.55,395.25,9.9,39.9,41.9,20.92,73571.11000000002,59.9,279.56,285.47,27.79999924,20.6
2022-04-18 09:25:00,599.0,28.0,16.74,392.08,394.92,394.58,7.9,36.8,38.4,18.93,73573.11000000002,60.0,256.73,261.06,28.29999924,20.8
2022-04-18 09:30:00,595.0,28.0,16.86,391.78,394.72,394.32,6.2,38.1,38.9,18.94,73574.41,60.0,257.51,261.84,28.29999924,21.2
2022-04-18 09:35:00,597.0,26.4,15.82,391.22,393.82,393.82,7.5,34.7,36.2,17.81,73576.32,59.9,239.4,242.94,27.90000153,21.5
2022-04-18 09:40:00,602.5,24.8,14.94,391.11,393.71,393.32,6.7,33.0,34.2,16.78,73577.41,59.9,226.8,230.74,27.90000153,21.7
2022-04-18 09:45:00,602.0,30.2,18.14,391.22,393.88,393.78,10.4,39.7,41.7,20.86,73579.32,60.0,278.38,281.92,26.59999847,21.5
2022-04-18 09:50:00,592.0,30.8,18.2,391.26,393.62,393.36,10.2,39.9,42.0,20.91,73580.70999999999,59.9,280.35,284.68,26.79999924,21.4
2022-04-18 09:55:00,594.0,35.1,20.78,391.38,394.65,394.32,7.6,47.9,49.1,23.81,73582.91,60.0,328.78,333.11,26.70000076,21.3
2022-04-18 10:00:00,594.0,34.2,20.48,391.52,394.62,394.38,10.3,46.1,48.0,23.76,73584.5,60.0,320.51,324.84,27.79999924,21.7
2022-04-18 10:05:00,597.0,32.0,19.14,391.52,394.52,394.32,9.3,42.7,44.6,21.98,73586.91,60.0,300.83,304.37,28.0,21.7
2022-04-18 10:10:00,600.0,31.2,18.84,390.92,394.53,394.22,6.9,42.4,43.8,21.18,73588.20999999999,60.0,294.13,297.67,26.79999924,21.5
2022-04-18 10:15:00,602.0,28.0,16.89,390.92,393.76,393.32,6.0,38.4,39.3,19.01,73590.20999999999,60.0,260.66,264.99,26.09999847,21.3
2022-04-18 10:20:00,606.0,27.6,16.72,391.08,394.18,393.68,7.1,37.2,38.5,18.82,73591.5,60.0,259.09,262.63,25.70000076,21.3
2022-04-18 10:25:00,597.0,27.6,16.5,391.22,393.56,393.32,5.2,38.1,38.7,18.62,73593.41,59.9,255.94,260.27,25.20000076,21.1
2022-04-18 10:30:00,605.0,27.1,16.44,391.23,394.07,393.67,7.8,36.2,37.7,18.57,73594.61000000002,59.9,253.57,258.3,25.29999924,21.2
2022-04-18 10:35:00,607.0,25.2,15.34,391.62,394.34,393.66,6.9,34.0,35.3,17.32,73596.41,60.0,237.04,240.58,25.59999847,21.4
2022-04-18 10:40:00,607.0,25.0,15.34,391.12,393.72,393.32,6.6,34.2,35.5,17.33,73597.61000000002,59.9,237.43,241.37,25.59999847,21.3
2022-04-18 10:45:00,602.0,25.6,15.56,390.98,393.37,393.22,6.7,34.8,36.0,17.59,73599.32,59.9,240.98,244.91,25.40000153,21.1
2022-04-18 10:50:00,607.0,27.0,16.4,390.88,393.28,392.98,8.0,36.3,38.0,18.67,73600.5,60.0,256.73,260.66,25.59999847,21.2
