
###################################################################
###################################################################
###################################################################

Current time: 2023-10-24 04:55:37.179858

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'batch_start_idx': 5, 'batch_end_idx': 21, 'dropout': 0.1, 'previous_steps': 5}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: RCNN


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220201 to 20221231.

The number of parameter in model : 210648

Epoch [1/2000], Trn Loss: 397.7275, Val Loss: 300.8621 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [2/2000], Trn Loss: 380.7070, Val Loss: 312.6268 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [3/2000], Trn Loss: 373.0987, Val Loss: 320.3749 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [4/2000], Trn Loss: 367.6591, Val Loss: 326.1836 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [5/2000], Trn Loss: 363.7591, Val Loss: 325.5057 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [6/2000], Trn Loss: 361.0269, Val Loss: 326.7841 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [7/2000], Trn Loss: 359.1505, Val Loss: 333.4212 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [8/2000], Trn Loss: 357.5681, Val Loss: 342.5618 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [9/2000], Trn Loss: 356.0621, Val Loss: 353.3894 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [10/2000], Trn Loss: 354.5563, Val Loss: 365.3271 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [11/2000], Trn Loss: 353.1341, Val Loss: 378.3432 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [12/2000], Trn Loss: 351.7039, Val Loss: 392.1251 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [13/2000], Trn Loss: 350.3367, Val Loss: 405.5306 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [14/2000], Trn Loss: 348.8457, Val Loss: 417.1469 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [15/2000], Trn Loss: 347.3001, Val Loss: 426.0238 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [16/2000], Trn Loss: 345.9401, Val Loss: 431.8694 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [17/2000], Trn Loss: 344.6715, Val Loss: 433.9075 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [18/2000], Trn Loss: 343.2393, Val Loss: 431.9508 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [19/2000], Trn Loss: 341.5019, Val Loss: 426.8300 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [20/2000], Trn Loss: 339.9235, Val Loss: 418.8723 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [21/2000], Trn Loss: 338.4192, Val Loss: 408.2682 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [22/2000], Trn Loss: 337.0202, Val Loss: 395.6910 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [23/2000], Trn Loss: 335.5228, Val Loss: 384.7652 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [24/2000], Trn Loss: 334.1932, Val Loss: 376.2242 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [25/2000], Trn Loss: 332.8810, Val Loss: 369.6044 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [26/2000], Trn Loss: 331.8832, Val Loss: 367.6314 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [27/2000], Trn Loss: 330.8690, Val Loss: 370.8347 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [28/2000], Trn Loss: 329.8942, Val Loss: 378.1899 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [29/2000], Trn Loss: 328.9699, Val Loss: 387.1519 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [30/2000], Trn Loss: 328.0564, Val Loss: 395.6673 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [31/2000], Trn Loss: 327.0816, Val Loss: 401.6400 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [32/2000], Trn Loss: 326.2309, Val Loss: 404.4727 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [33/2000], Trn Loss: 325.4912, Val Loss: 404.6699 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [34/2000], Trn Loss: 324.7891, Val Loss: 403.9588 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [35/2000], Trn Loss: 323.9619, Val Loss: 404.3587 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [36/2000], Trn Loss: 323.0995, Val Loss: 405.7004 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [37/2000], Trn Loss: 322.3006, Val Loss: 407.2728 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [38/2000], Trn Loss: 321.5190, Val Loss: 407.6006 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [39/2000], Trn Loss: 320.7280, Val Loss: 407.3108 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [40/2000], Trn Loss: 319.9747, Val Loss: 409.5251 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [41/2000], Trn Loss: 319.2644, Val Loss: 416.8070 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [42/2000], Trn Loss: 318.5677, Val Loss: 430.2930 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [43/2000], Trn Loss: 317.8501, Val Loss: 447.8425 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [44/2000], Trn Loss: 317.1895, Val Loss: 465.6516 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [45/2000], Trn Loss: 316.4377, Val Loss: 478.9696 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [46/2000], Trn Loss: 315.8358, Val Loss: 478.8283 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [47/2000], Trn Loss: 315.0375, Val Loss: 465.1422 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [48/2000], Trn Loss: 314.3787, Val Loss: 455.9430 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [49/2000], Trn Loss: 313.6777, Val Loss: 452.4920 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [50/2000], Trn Loss: 313.1068, Val Loss: 449.2353 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [51/2000], Trn Loss: 312.4378, Val Loss: 446.9052 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [52/2000], Trn Loss: 311.7556, Val Loss: 451.8039 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [53/2000], Trn Loss: 311.1261, Val Loss: 462.6532 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [54/2000], Trn Loss: 310.4201, Val Loss: 471.5968 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [55/2000], Trn Loss: 309.7835, Val Loss: 478.0059 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [56/2000], Trn Loss: 309.1946, Val Loss: 489.5727 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [57/2000], Trn Loss: 308.5577, Val Loss: 502.3320 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [58/2000], Trn Loss: 307.8733, Val Loss: 502.1303 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [59/2000], Trn Loss: 307.2441, Val Loss: 496.0090 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [60/2000], Trn Loss: 306.6015, Val Loss: 495.6155 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [61/2000], Trn Loss: 306.0302, Val Loss: 501.2998 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [62/2000], Trn Loss: 305.3266, Val Loss: 507.6353 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [63/2000], Trn Loss: 304.6466, Val Loss: 515.8736 [(kW/hour)^2], MinVal : 300.8620910644531
Epoch [64/2000], Trn Loss: 304.0356, Val Loss: 526.8535 [(kW/hour)^2], MinVal : 300.8620910644531
