date,DC_V,DC_A,DC_W,AC_V_RS,AC_V_ST,AC_V_TR,AC_A_R,AC_A_S,AC_A_T,AC_W,AC_TOT,AC_FREQ,SOL_RAD_SLOPE,SOL_RAD_LEVEL,TMP_MODU,TMP_CLI
2022-02-17 06:55:00,205.0,3.1,0.64,384.12,386.32,384.44,1.5,8.9,8.4,4.18,59199.91,59.9,0.0,0.0,-11.0,-9.2
2022-02-17 07:00:00,509.5,3.1,1.63,383.38,385.78,383.98,1.5,8.8,8.4,4.15,59199.91,59.9,0.0,0.0,-11.10000038,-9.2
2022-02-17 07:10:00,537.0,3.2,1.79,385.88,387.88,385.78,1.4,8.9,8.6,4.22,59199.91,59.9,0.0,0.0,-10.89999962,-9.1
2022-02-17 07:15:00,608.5,3.4,2.13,385.98,388.03,386.23,1.4,8.8,8.5,4.18,59199.91,59.9,0.0,0.0,-10.89999962,-9.2
2022-02-17 07:20:00,647.5,3.6,2.4,385.67,387.53,385.57,1.4,8.9,8.7,4.24,59199.91,60.0,9.06,11.02,-10.89999962,-9.2
2022-02-17 07:25:00,674.5,5.8,3.95,385.92,387.98,385.88,1.0,9.7,9.7,4.56,59199.91,60.0,28.74,32.68,-10.69999981,-9.2
2022-02-17 07:30:00,686.0,6.9,4.85,385.58,387.74,385.84,1.0,10.8,10.9,5.07,59200.0,59.9,40.95,45.67,-10.19999981,-9.1
2022-02-17 07:35:00,693.5,9.0,6.29,386.28,389.12,387.22,0.8,13.3,13.5,6.18,59200.91,60.0,57.88,63.79,-9.699999809,-8.8
2022-02-17 07:40:00,693.5,10.6,7.37,386.08,389.08,386.98,0.9,15.5,15.7,7.19,59201.0,60.0,69.3,76.39,-9.199999809,-8.8
2022-02-17 07:45:00,693.5,12.8,8.97,386.32,389.1,387.14,1.1,18.7,19.0,8.69,59201.91,60.0,87.81,96.07,-8.399999619,-8.7
2022-02-17 07:50:00,691.5,14.4,9.96,386.92,390.42,388.02,1.4,20.8,21.2,9.75,59202.41,59.9,98.83,108.28,-7.899999619,-8.6
2022-02-17 08:00:00,685.5,17.8,12.32,385.02,389.28,386.82,2.3,26.3,26.7,12.38,59204.32000000001,60.0,127.97,139.78,-6.399999619,-8.5
2022-02-17 08:05:00,677.5,20.1,13.77,383.7,387.48,384.95,3.7,29.5,30.2,14.13,59205.91,60.0,145.69,159.07,-5.199999809,-8.3
2022-02-17 08:10:00,674.0,21.9,14.82,383.02,386.28,383.72,4.2,32.2,32.9,15.4,59206.610000000015,59.9,159.47,173.64,-4.399999619,-8.1
2022-02-17 08:15:00,673.5,24.1,16.2,382.32,386.32,383.42,4.7,35.4,36.1,16.92,59208.20999999999,59.9,177.19,193.33,-3.399999619,-7.9
2022-02-17 08:20:00,678.0,24.7,16.81,381.58,385.55,383.08,5.3,36.7,37.5,17.63,59209.41,59.9,185.85,202.78,-3.100000381,-8.0
2022-02-17 08:25:00,668.5,27.5,18.42,384.02,388.02,385.42,7.2,40.1,41.1,19.72,59211.20999999999,59.9,207.11,226.41,-2.299999237,-7.8
