
###################################################################
###################################################################
###################################################################

Current time: 2023-10-24 04:55:51.362482

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'batch_start_idx': 5, 'batch_end_idx': 21, 'dropout': 0.1, 'previous_steps': 5}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: RNN


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220201 to 20221231.

The number of parameter in model : 50952

Epoch [1/2000], Trn Loss: 396.9676, Val Loss: 334.7850 [(kW/hour)^2], MinVal : 334.78497314453125
Epoch [2/2000], Trn Loss: 385.8192, Val Loss: 324.8289 [(kW/hour)^2], MinVal : 324.82891845703125
Epoch [3/2000], Trn Loss: 374.4860, Val Loss: 313.1853 [(kW/hour)^2], MinVal : 313.185302734375
Epoch [4/2000], Trn Loss: 361.1769, Val Loss: 298.3405 [(kW/hour)^2], MinVal : 298.3405456542969
Epoch [5/2000], Trn Loss: 344.0872, Val Loss: 279.5330 [(kW/hour)^2], MinVal : 279.53302001953125
Epoch [6/2000], Trn Loss: 322.1462, Val Loss: 258.3879 [(kW/hour)^2], MinVal : 258.3879089355469
Epoch [7/2000], Trn Loss: 296.8663, Val Loss: 239.3191 [(kW/hour)^2], MinVal : 239.31912231445312
Epoch [8/2000], Trn Loss: 273.0997, Val Loss: 225.7134 [(kW/hour)^2], MinVal : 225.7134246826172
Epoch [9/2000], Trn Loss: 255.1184, Val Loss: 217.0834 [(kW/hour)^2], MinVal : 217.0834197998047
Epoch [10/2000], Trn Loss: 242.9927, Val Loss: 211.5666 [(kW/hour)^2], MinVal : 211.56661987304688
Epoch [11/2000], Trn Loss: 234.8174, Val Loss: 207.9448 [(kW/hour)^2], MinVal : 207.94480895996094
Epoch [12/2000], Trn Loss: 229.1596, Val Loss: 205.5600 [(kW/hour)^2], MinVal : 205.56002807617188
Epoch [13/2000], Trn Loss: 225.2121, Val Loss: 203.9512 [(kW/hour)^2], MinVal : 203.95123291015625
Epoch [14/2000], Trn Loss: 222.2964, Val Loss: 202.8006 [(kW/hour)^2], MinVal : 202.8005828857422
Epoch [15/2000], Trn Loss: 220.1400, Val Loss: 201.9049 [(kW/hour)^2], MinVal : 201.90492248535156
Epoch [16/2000], Trn Loss: 218.5913, Val Loss: 201.2068 [(kW/hour)^2], MinVal : 201.20684814453125
Epoch [17/2000], Trn Loss: 217.2988, Val Loss: 200.6245 [(kW/hour)^2], MinVal : 200.62451171875
Epoch [18/2000], Trn Loss: 215.7938, Val Loss: 200.1185 [(kW/hour)^2], MinVal : 200.1184539794922
Epoch [19/2000], Trn Loss: 214.5193, Val Loss: 199.7430 [(kW/hour)^2], MinVal : 199.7430419921875
Epoch [20/2000], Trn Loss: 213.4273, Val Loss: 199.4104 [(kW/hour)^2], MinVal : 199.41041564941406
Epoch [21/2000], Trn Loss: 212.4943, Val Loss: 199.2216 [(kW/hour)^2], MinVal : 199.2215576171875
